Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes
Bless the Child,29374178,40435694,40000000,Aug 11 2000,R,Adapted screenplay,Horror/Thriller,Fiction,4.8,7765
Where the Heart Is,33771174,40862054,15000000,Apr 28 2000,PG/PG-13,Adapted screenplay,Drama,Fiction,6.4,13302
A Good Year,7459300,42064105,35000000,Nov 10 2006,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,23149
Freedom Writers,36605602,43090741,21000000,Jan 05 2007,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.5,18065
In the Bedroom,35930604,43430604,1700000,Nov 23 2001,R,Adapted screenplay,Drama,Fiction,7.5,20888
Exorcist: The Beginning,41814863,43957541,78000000,Aug 20 2004,R,Adapted screenplay,Horror/Thriller,Fiction,5,15901
Hardball,40222729,44102389,21000000,Sep 14 2001,PG/PG-13,Adapted screenplay,Drama,Fiction,4.1,165
The Sisterhood of the Traveling Pants 2,44089964,44154645,27000000,Aug 06 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.2,6557
The Jungle Book,44342956,44342956,27000000,Dec 25 1994,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.8,5564
Good Boy!,37667746,45312217,17000000,Oct 10 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,5,1961
The Rainmaker,45916769,45916769,40000000,Nov 21 1997,PG/PG-13,Adapted screenplay,Drama,Fiction,6.9,20514
A Walk to Remember,41227069,46060915,11000000,Jan 25 2002,PG/PG-13,Adapted screenplay,Drama,Fiction,7.1,38045
For Love of the Game,35188640,46112640,50000000,Sep 17 1999,PG/PG-13,Adapted screenplay,Drama,Fiction,6.2,13612
The Nativity Story,37629831,46432264,35000000,Dec 01 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.6,4701
The Black Dahlia,22672813,46672813,60000000,Sep 15 2006,R,Adapted screenplay,Horror/Thriller,Fiction,5.6,35210
Eternal Sunshine of the Spotless Mind,34366518,47066518,20000000,Mar 19 2004,R,Adapted screenplay,Comedy,Fiction,8.5,219986
The Wedding Date,31726995,47175038,15000000,Feb 04 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.5,12205
High Fidelity,27277055,47881663,20000000,Mar 31 2000,R,Adapted screenplay,Comedy,Fiction,7.6,69740
The Last King of Scotland,17606684,48363516,6000000,Sep 27 2006,R,Adapted screenplay,Drama,Non-Fiction,7.8,54022
Leaving Las Vegas,31983777,49800000,4000000,Oct 27 1995,R,Adapted screenplay,Drama,Fiction,7.6,42131
Little Women,50003303,50003303,15000000,Dec 21 1994,PG/PG-13,Adapted screenplay,Drama,Fiction,7.1,16514
Absolute Power,50068310,50068310,50000000,Feb 14 1997,R,Adapted screenplay,Horror/Thriller,Fiction,6.5,20154
Fever Pitch,42071069,50071069,40000000,Apr 08 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.3,16736
Sphere,37068294,50168294,73000000,Feb 13 1998,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.6,31461
K-PAX,50315140,50315140,48000000,Oct 26 2001,PG/PG-13,Adapted screenplay,Drama,Fiction,7.3,50475
Pooh's Heffalump Movie,18098433,52858433,20000000,Feb 11 2005,G,Adapted screenplay,Action/Adventure,Fiction,6.3,1605
Message in a Bottle,52880016,52880016,30000000,Feb 12 1999,PG/PG-13,Adapted screenplay,Drama,Fiction,5.6,13108
Into the Wild,18354356,53813837,20000000,Sep 21 2007,R,Adapted screenplay,Drama,Fiction,8.2,99464
The Borrowers,22619589,54045832,29000000,Feb 13 1998,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.6,4340
The Count of Monte Cristo,54228104,54228104,40000000,Jan 25 2002,PG/PG-13,Adapted screenplay,Drama,Fiction,7.6,40605
The Mothman Prophecies,35228696,54639865,42000000,Jan 25 2002,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.5,26948
The Mist,25593755,54777490,13000000,Nov 21 2007,R,Adapted screenplay,Horror/Thriller,Fiction,7.4,76830
Derailed,36020063,54962616,22000000,Nov 11 2005,R,Adapted screenplay,Action/Adventure,Fiction,3.4,3317
The Ant Bully,28142535,55181129,45000000,Jul 28 2006,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.2,7766
Clueless,56598476,56598476,13700000,Jul 01 1995,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.7,39055
A Civil Action/Adventure,56709981,56709981,60000000,Dec 25 1998,PG/PG-13,Adapted screenplay,Drama,Fiction,6.4,14244
The Man in the Iron Mask,56968169,56968169,35000000,Mar 13 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.2,561
The Specialist,57362581,57362581,45000000,Oct 07 1994,R,Adapted screenplay,Action/Adventure,Fiction,4.9,18749
Inkheart,17303424,58051454,60000000,Jan 23 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.1,14157
Must Love Dogs,43894863,58894863,35000000,Jul 29 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.9,13491
The Insider,28965197,60265197,68000000,Nov 05 1999,R,Adapted screenplay,Drama,Non-Fiction,8,68747
Kiss the Girls,60527873,60527873,27000000,Oct 03 1997,R,Adapted screenplay,Horror/Thriller,Fiction,6.4,20932
Marie Antoinette,15962471,60862471,40000000,Oct 20 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.4,31877
The 13th Warrior,32698899,61698899,125000000,Aug 27 1999,R,Adapted screenplay,Action/Adventure,Fiction,6.3,36151
Flags of Our Fathers,33602376,61902376,53000000,Oct 20 2006,R,Adapted screenplay,Drama,Fiction,7.2,42788
Friday Night Lights,61255921,61950770,30000000,Oct 08 2004,PG/PG-13,Adapted screenplay,Drama,Fiction,7.2,20868
Captain Corelli's Mandolin,25528495,62097495,57000000,Aug 17 2001,R,Adapted screenplay,Drama,Fiction,5.7,14706
Random Hearts,31054924,63200000,64000000,Oct 08 1999,R,Adapted screenplay,Drama,Fiction,4.8,11100
The Ghost Writer,15541549,63241549,45000000,Feb 19 2010,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,7.6,22875
Precious (Based on the Novel Push by Sapphire),47566524,63471431,10000000,Nov 06 2009,R,Adapted screenplay,Drama,Fiction,7.5,24504
High Crimes,41543207,63781100,42000000,Apr 05 2002,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.1,14428
Wag the Dog,43057470,64252038,15000000,Dec 25 1997,R,Adapted screenplay,Drama,Fiction,7,36092
Without a Paddle,58156435,65121280,30000000,Aug 20 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.7,17207
Se jie,4604982,65696051,15000000,Sep 28 2007,R,Adapted screenplay,Drama,Fiction,7.6,15440
K-19: The Widowmaker,35168966,65716126,90000000,Jul 19 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Non-Fiction,6.5,22288
Legends of the Fall,66502573,66502573,30000000,Dec 23 1994,R,Adapted screenplay,Drama,Fiction,7.1,39815
102 Dalmatians,66941559,66941559,85000000,Nov 22 2000,G,Adapted screenplay,Comedy,Fiction,4.4,7147
The Men Who Stare at Goats,32428195,67348218,24000000,Nov 06 2009,R,Adapted screenplay,Comedy,Fiction,6.4,33763
Other Range,58328680,68293719,26000000,Aug 15 2003,R,Adapted screenplay,Western/Musical,Fiction,7.5,26438
Practical Magic,46850558,68336997,60000000,Oct 16 1998,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.5,20196
Babe: Pig in the City,18319860,69131860,80000000,Nov 25 1998,G,Adapted screenplay,Action/Adventure,Fiction,6.1,9918
Children of Men,35552383,69450202,76000000,Dec 25 2006,R,Adapted screenplay,Horror/Thriller,Fiction,8.1,158125
Curious George,58640119,70114174,50000000,Feb 10 2006,G,Adapted screenplay,Comedy,Fiction,6.7,5393
Babylon A.D.,22532572,70216497,45000000,Aug 29 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.3,27189
What Dreams May Come,55485043,71485043,80000000,Oct 02 1998,PG/PG-13,Adapted screenplay,Drama,Fiction,6.6,30486
Rules of Engagement,61322858,71719931,60000000,Apr 07 2000,R,Adapted screenplay,Horror/Thriller,Fiction,6.2,18462
Holes,67383924,72383924,20000000,Apr 18 2003,PG/PG-13,Adapted screenplay,Drama,Fiction,7.1,19388
Jackie Brown,39673162,72673162,12000000,Dec 25 1997,R,Adapted screenplay,Drama,Fiction,7.6,84068
The Other Boleyn Girl,26814957,72944278,40000000,Feb 29 2008,PG/PG-13,Adapted screenplay,Drama,Fiction,6.7,26198
The Kite Runner,15800078,73222245,20000000,Dec 14 2007,PG/PG-13,Adapted screenplay,Drama,Fiction,7.8,26816
The Horse Whisperer,75383563,75383563,60000000,May 15 1998,PG/PG-13,Adapted screenplay,Drama,Fiction,6.3,15831
Dreamcatcher,33685268,75685268,68000000,Mar 21 2003,R,Adapted screenplay,Drama,Fiction,5.3,34141
Cruel Intentions,38230075,75803716,11000000,Mar 05 1999,R,Adapted screenplay,Drama,Fiction,6.7,66861
The Last Song,62950384,75850384,20000000,Mar 31 2010,PG/PG-13,Adapted screenplay,Drama,Fiction,3.9,7210
Revolutionary Road,22911480,76989671,35000000,Dec 26 2008,R,Adapted screenplay,Drama,Fiction,7.6,45887
The Sentinel,36280697,77280697,60000000,Apr 21 2006,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.1,23567
Hostage,34636443,77636443,75000000,Mar 11 2005,R,Adapted screenplay,Action/Adventure,Fiction,7.3,3070
Apocalypse Now,78800000,78800000,31500000,Aug 15 1979,R,Adapted screenplay,Action/Adventure,Fiction,8.6,173141
Exit Wounds,51758599,79958599,33000000,Mar 16 2001,R,Adapted screenplay,Action/Adventure,Fiction,5.2,14528
Hannibal Rising,27669725,80583311,50000000,Feb 09 2007,R,Adapted screenplay,Horror/Thriller,Fiction,6,28690
The Constant Gardener,33579798,81079798,25500000,Aug 31 2005,R,Adapted screenplay,Drama,Fiction,7.6,50763
The Talented Mr. Ripley,81292135,81292135,40000000,Dec 25 1999,R,Adapted screenplay,Drama,Fiction,7.2,63319
Blow,52990775,83282296,30000000,Apr 06 2001,R,Adapted screenplay,Drama,Non-Fiction,7.4,70218
The Illusionist,39868642,84276175,16500000,Aug 18 2006,PG/PG-13,Adapted screenplay,Drama,Fiction,7.7,92040
"Boot, Das",11487676,84970337,12000000,Feb 10 1982,R,Adapted screenplay,Drama,Fiction,4.3,2184
Eyes Wide Shut,55691208,86257553,65000000,Jul 16 1999,R,Adapted screenplay,Drama,Fiction,7.2,93880
Peter Pan,87400000,87400000,4000000,Feb 05 1953,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.1,16894
Bicentennial Man,58220776,87420776,90000000,Dec 17 1999,PG/PG-13,Adapted screenplay,Drama,Fiction,6.4,28827
The Tale of Despereaux,50877145,88717945,60000000,Dec 19 2008,G,Adapted screenplay,Action/Adventure,Fiction,6.1,7460
My Sister's Keeper,49200230,89053995,27500000,Jun 26 2009,PG/PG-13,Adapted screenplay,Drama,Fiction,7.4,13839
Paycheck,53789313,89350576,60000000,Dec 25 2003,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.1,35660
Nanny McPhee and the Big Bang,27776620,90676620,35000000,Aug 20 2010,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.1,2326
Treasure Planet,38120554,91800000,100000000,Nov 27 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.6,12099
Secret Window,47958031,92958031,40000000,Mar 12 2004,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.5,53868
Nim's Island,48006762,94081683,37000000,Apr 04 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,10391
The Lovely Bones,44028238,94702568,65000000,Dec 11 2009,PG/PG-13,Adapted screenplay,Drama,Fiction,6.6,32049
Be Cool,55849401,94849401,75000000,Mar 04 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.6,32082
Syriana,50824620,95024620,50000000,Nov 23 2005,R,Adapted screenplay,Horror/Thriller,Fiction,7.1,53265
Shooter,47003582,95203582,60000000,Mar 23 2007,R,Adapted screenplay,Horror/Thriller,Fiction,7.2,149
Peter Pan,48417850,95255485,100000000,Dec 25 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.1,16894
Christmas with the Kranks,73701902,96501902,50000000,Nov 24 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.7,9126
Jarhead,62647540,96947540,72000000,Nov 04 2005,R,Adapted screenplay,Drama,Non-Fiction,7.2,60650
The Time Traveler's Wife,63414846,98666635,39000000,Aug 14 2009,PG/PG-13,Adapted screenplay,Drama,Fiction,7.1,23908
The Time Machine,56684819,98983590,80000000,Mar 08 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.6,32465
Where the Wild Things Are,77233467,99123656,100000000,Oct 16 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.2,30669
Just Like Heaven,48318130,100687083,58000000,Sep 16 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.8,29457
Fight Club,37030102,100853753,65000000,Oct 15 1999,R,Adapted screenplay,Drama,Fiction,8.8,382470
The Notebook,81001787,102276787,30000000,Jun 25 2004,PG/PG-13,Adapted screenplay,Drama,Fiction,8,95850
The Hitchhiker's Guide to the Galaxy,51019112,104019112,45000000,Apr 29 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.6,61513
Don't Say a Word,54997476,104488383,50000000,Sep 28 2001,R,Adapted screenplay,Horror/Thriller,Fiction,6.1,22157
Along Came a Spider,74058698,105159085,28000000,Apr 06 2001,R,Adapted screenplay,Horror/Thriller,Fiction,6.1,22994
About Schmidt,65005217,105823486,30000000,Dec 13 2002,R,Adapted screenplay,Drama,Fiction,7.3,53760
The Reader,34192652,106107610,33000000,Dec 10 2008,R,Adapted screenplay,Drama,Fiction,7.7,46984
The Prestige,53089891,107896006,40000000,Oct 20 2006,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,8.4,207322
Body of Lies,39394666,108394666,67500000,Oct 10 2008,R,Adapted screenplay,Horror/Thriller,Fiction,7.2,53921
The Hours,41675994,108775994,25000000,Dec 27 2002,PG/PG-13,Adapted screenplay,Drama,Fiction,7.6,44618
Sideways,71502303,109705641,17000000,Oct 22 2004,R,Adapted screenplay,Drama,Fiction,7.8,69778
Arthur et les Minimoys,15132763,110102340,80000000,Dec 15 2006,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,7626
Casino,42438300,110400000,52000000,Nov 22 1995,R,Adapted screenplay,Drama,Fiction,8.1,108634
L.A. Confidential,64604977,110604977,35000000,Sep 19 1997,R,Adapted screenplay,Drama,Fiction,8.4,165161
Doctor Zhivago,111721000,111721000,11000000,Dec 22 1965,PG/PG-13,Adapted screenplay,Drama,Fiction,8,27671
Dear John,80014842,112014842,25000000,Feb 05 2010,PG/PG-13,Adapted screenplay,Drama,Fiction,7,246
We Were Soldiers,78120196,114658262,70000000,Mar 01 2002,R,Adapted screenplay,Drama,Non-Fiction,6.9,42580
Snow Dogs,81150692,115010692,32000000,Jan 18 2002,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.9,7561
Get Shorty,72021008,115021008,30250000,Oct 20 1995,R,Adapted screenplay,Comedy,Fiction,6.9,33364
Rambo,42754105,116754105,47500000,Jan 25 2008,R,Adapted screenplay,Action/Adventure,Fiction,7.3,82600
The Client,92115211,117615211,45000000,Jul 20 1994,PG/PG-13,Adapted screenplay,Drama,Fiction,6.5,19299
Charlie Wilson's War,66661095,118661095,75000000,Dec 21 2007,R,Adapted screenplay,Drama,Non-Fiction,7.3,43168
Pride and Prejudice,38372662,120918508,28000000,Nov 11 2005,PG/PG-13,Adapted screenplay,Drama,Fiction,5.5,1230
Starship Troopers,54768952,121100000,100000000,Nov 07 1997,R,Adapted screenplay,Action/Adventure,Fiction,7.1,83516
Sahara,68671925,121671925,145000000,Apr 08 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,30739
The Princess Diaries 2: Royal Engagement,95149435,122071435,45000000,Aug 11 2004,G,Adapted screenplay,Comedy,Fiction,5.3,12439
Nanny McPhee,47279279,122540909,25000000,Jan 27 2006,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.7,13391
Big Fish,66432867,123432867,70000000,Dec 10 2003,PG/PG-13,Adapted screenplay,Drama,Fiction,8.1,141099
Coraline,75286229,124062750,60000000,Feb 06 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.8,38464
First Blood,47212904,125212904,14000000,Oct 22 1982,R,Adapted screenplay,Action/Adventure,Fiction,7.4,56369
I Know What You Did Last Summer,72250091,125250091,17000000,Oct 17 1997,R,Adapted screenplay,Horror/Thriller,Fiction,5.4,36807
Julie & Julia,94125426,126646119,40000000,Aug 07 2009,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.2,22269
1408,71985628,128529299,22500000,Jun 22 2007,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.9,72913
Mean Girls,86047227,128947227,18000000,Apr 30 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,7,63607
The Forbidden Kingdom,52075270,129075270,55000000,Apr 18 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.7,36548
Atonement,50980159,129425746,30000000,Dec 07 2007,R,Adapted screenplay,Drama,Fiction,7.9,75491
About a Boy,40803000,129949664,27000000,May 17 2002,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.4,48875
Perfume: The Story of a Murderer,2223293,132180323,63700000,Dec 27 2006,R,Adapted screenplay,Drama,Fiction,7.5,51704
The Cat in the Hat,101018283,133818283,109000000,Nov 21 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,3.4,15318
Sense and Sensibility,42993774,134993774,16500000,Dec 11 1995,PG/PG-13,Adapted screenplay,Drama,Fiction,7.7,31279
Stardust,38634938,135556675,70000000,Aug 10 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.9,87883
The Jungle Book 2,47901582,135703599,20000000,Feb 14 2003,G,Adapted screenplay,Action/Adventure,Fiction,5.2,2740
Bridge to Terabithia,82234139,136934139,25000000,Feb 16 2007,PG/PG-13,Adapted screenplay,Drama,Fiction,7.4,34482
Cloudy with a Chance of Meatballs,124870275,139525862,100000000,Sep 18 2009,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.2,19913
Anastasia,58403409,139801410,53000000,Nov 14 1997,G,Adapted screenplay,Western/Musical,Non-Fiction,6.6,16513
The Devil's Own,42885593,140900000,90000000,Mar 26 1997,R,Adapted screenplay,Horror/Thriller,Fiction,5.8,21331
Charlotte's Web,82985708,143985708,82500000,Dec 15 2006,G,Adapted screenplay,Drama,Fiction,6.7,8028
Seabiscuit,120277854,148336445,86000000,Jul 25 2003,PG/PG-13,Adapted screenplay,Drama,Fiction,7.4,31033
The General's Daughter,102705852,149705852,60000000,Jun 18 1999,R,Adapted screenplay,Drama,Fiction,6.1,23570
The Bone Collector,66488090,151463090,48000000,Nov 05 1999,R,Adapted screenplay,Horror/Thriller,Fiction,6.3,46961
Congo,81022333,152022333,50000000,Jun 09 1995,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.6,17954
A Time to Kill,108766007,152266007,40000000,Jul 24 1996,R,Adapted screenplay,Drama,Fiction,7.1,38577
Chocolat,71309760,152500343,25000000,Dec 15 2000,PG/PG-13,Adapted screenplay,Drama,Fiction,7.3,56176
Mystic River,90135191,156835191,30000000,Oct 08 2003,R,Adapted screenplay,Drama,Fiction,8,119484
21,81159365,157852532,35000000,Mar 21 2008,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.7,60918
Memoirs of a Geisha,57010853,161510853,85000000,Dec 09 2005,PG/PG-13,Adapted screenplay,Drama,Fiction,7.1,38695
Payback,81526121,161626121,50000000,Feb 05 1999,R,Adapted screenplay,Action/Adventure,Fiction,5.8,304
Cold Mountain,95632614,161632614,80000000,Dec 25 2003,R,Adapted screenplay,Drama,Fiction,7.3,51083
No Country for Old Men,74273505,162103209,25000000,Nov 09 2007,R,Adapted screenplay,Action/Adventure,Fiction,8.3,197898
The Spiderwick Chronicles,71195053,162839667,92500000,Feb 14 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,18715
The Princess Diaries,108244774,165334774,30000000,Aug 03 2001,G,Adapted screenplay,Comedy,Fiction,5.9,23486
Sleepers,53300852,165600852,44000000,Oct 18 1996,R,Adapted screenplay,Drama,Non-Fiction,7.3,51874
Contact,100920329,165900000,90000000,Jul 11 1997,PG/PG-13,Adapted screenplay,Drama,Fiction,7.3,73684
Stuart Little 2,64956806,166000000,120000000,Jul 19 2002,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.6,7534
Mr. Deeds,126293452,171269535,50000000,Jun 28 2002,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.5,39756
Black Hawk Down,108638745,173638745,95000000,Dec 28 2001,R,Adapted screenplay,Action/Adventure,Non-Fiction,7.7,98653
The Bridges of Madison County,71516617,175516617,22000000,Jun 02 1995,PG/PG-13,Adapted screenplay,Drama,Fiction,7.2,21923
How to Lose a Guy in 10 Days,105807520,177079973,50000000,Feb 07 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.1,33866
The Haunting,91188905,180188905,80000000,Jul 23 1999,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,4.6,31808
Brokeback Mountain,83043761,180343761,13900000,Dec 09 2005,R,Adapted screenplay,Drama,Fiction,7.8,115951
The First Wives Club,105489203,181489203,30000000,Sep 20 1996,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.6,14682
Atlantis: The Lost Empire,84052762,186049020,90000000,Jun 08 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.4,15552
Knowing,79957634,187858642,50000000,Mar 20 2009,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.4,58138
The Sum of All Fears,118471320,193500000,68000000,May 31 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.3,38586
Beowulf,82195215,194995215,150000000,Nov 16 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.6,62513
Lemony Snicket's A Series of Unfortunate Events,118627117,201627117,100000000,Dec 17 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.9,51614
JFK,70405498,205400000,40000000,Dec 20 1991,R,Adapted screenplay,Drama,Non-Fiction,8,59684
Red Dragon,92955420,206455420,78000000,Oct 04 2002,R,Adapted screenplay,Horror/Thriller,Fiction,7.3,66386
Sleepy Hollow,101068340,207068340,70000000,Nov 19 1999,R,Adapted screenplay,Horror/Thriller,Fiction,7.5,107511
Clear and Present Danger,122012656,207500000,62000000,Aug 03 1994,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,29612
Jaws 2,102922376,208900376,20000000,Jun 16 1978,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.6,18793
Master and Commander: The Far Side of the World,93926386,209486484,135000000,Nov 14 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.5,63632
Public Enemies,97104620,210379983,102500000,Jul 01 2009,R,Adapted screenplay,Drama,Non-Fiction,7.1,71323
