Year,State,Description,value
2017,Connecticut,Chain-type quantity indexes for real GDP,102.676
2017,Connecticut,Compensation (millions of dollars),140689
2017,Delaware,Chain-type quantity indexes for real GDP,97.509
2017,Delaware,Compensation (millions of dollars),32026.2
2017,District of Columbia,Chain-type quantity indexes for real GDP,107.794
2017,District of Columbia,Compensation (millions of dollars),91690.8
2017,Florida,Chain-type quantity indexes for real GDP,117.266
2017,Florida,Compensation (millions of dollars),542014.4
2017,Georgia,Chain-type quantity indexes for real GDP,117.221
2017,Georgia,Compensation (millions of dollars),301759
2017,Hawaii,Chain-type quantity indexes for real GDP,109.786
2017,Hawaii,Compensation (millions of dollars),47525.9
2017,Idaho,Chain-type quantity indexes for real GDP,114.842
2017,Idaho,Compensation (millions of dollars),39467.8
2017,Illinois,Chain-type quantity indexes for real GDP,104.019
2017,Illinois,Compensation (millions of dollars),453094.5
2017,Indiana,Chain-type quantity indexes for real GDP,108.428
2017,Indiana,Compensation (millions of dollars),184502.3
2017,Iowa,Chain-type quantity indexes for real GDP,107.345
2017,Iowa,Compensation (millions of dollars),92724
2017,Kansas,Chain-type quantity indexes for real GDP,109.582
2017,Kansas,Compensation (millions of dollars),85268.3
2017,Kentucky,Chain-type quantity indexes for real GDP,104.335
2017,Kentucky,Compensation (millions of dollars),112383.3
2017,Louisiana,Chain-type quantity indexes for real GDP,99.316
2017,Louisiana,Compensation (millions of dollars),121168
2017,Maine,Chain-type quantity indexes for real GDP,105.557
2017,Maine,Compensation (millions of dollars),35764.7
2017,Maryland,Chain-type quantity indexes for real GDP,110.272
2017,Maryland,Compensation (millions of dollars),215612.6
2017,Massachusetts,Chain-type quantity indexes for real GDP,109.369
2017,Massachusetts,Compensation (millions of dollars),310474.3
2017,Michigan,Chain-type quantity indexes for real GDP,108.298
2017,Michigan,Compensation (millions of dollars),285806.9
2017,Minnesota,Chain-type quantity indexes for real GDP,110.179
2017,Minnesota,Compensation (millions of dollars),202276.7
2017,Mississippi,Chain-type quantity indexes for real GDP,101.188
2017,Mississippi,Compensation (millions of dollars),60312.3
2017,Missouri,Chain-type quantity indexes for real GDP,103.918
2017,Missouri,Compensation (millions of dollars),176623.2
2017,Montana,Chain-type quantity indexes for real GDP,108.431
2017,Montana,Compensation (millions of dollars),26017.4
2017,Nebraska,Chain-type quantity indexes for real GDP,111.443
2017,Nebraska,Compensation (millions of dollars),60512.8
2017,Nevada,Chain-type quantity indexes for real GDP,112.672
2017,Nevada,Compensation (millions of dollars),84384.8
2017,New Hampshire,Chain-type quantity indexes for real GDP,108.189
2017,New Hampshire,Compensation (millions of dollars),45494.3
2017,New Jersey,Chain-type quantity indexes for real GDP,103.838
2017,New Jersey,Compensation (millions of dollars),323735.1
2017,New Mexico,Chain-type quantity indexes for real GDP,101.259
2017,New Mexico,Compensation (millions of dollars),48581
2017,New York,Chain-type quantity indexes for real GDP,106.878
2017,New York,Compensation (millions of dollars),832280.6
2017,North Carolina,Chain-type quantity indexes for real GDP,111.6
2017,North Carolina,Compensation (millions of dollars),284236.4
2017,North Dakota,Chain-type quantity indexes for real GDP,104.342
2017,North Dakota,Compensation (millions of dollars),27617.2
2017,Ohio,Chain-type quantity indexes for real GDP,108.245
2017,Ohio,Compensation (millions of dollars),349158.5
2017,Oklahoma,Chain-type quantity indexes for real GDP,111.083
2017,Oklahoma,Compensation (millions of dollars),97087.8
2017,Oregon,Chain-type quantity indexes for real GDP,117.83
2017,Oregon,Compensation (millions of dollars),126190.6
2017,Pennsylvania,Chain-type quantity indexes for real GDP,107.148
2017,Pennsylvania,Compensation (millions of dollars),407955.1
2017,Rhode Island,Chain-type quantity indexes for real GDP,101.989
2017,Rhode Island,Compensation (millions of dollars),33696.5
2017,South Carolina,Chain-type quantity indexes for real GDP,114.005
2017,South Carolina,Compensation (millions of dollars),123165.7
2017,South Dakota,Chain-type quantity indexes for real GDP,104.503
2017,South Dakota,Compensation (millions of dollars),23681.7
2017,Tennessee,Chain-type quantity indexes for real GDP,111.2
2017,Tennessee,Compensation (millions of dollars),181774.7
2017,Texas,Chain-type quantity indexes for real GDP,117.101
2017,Texas,Compensation (millions of dollars),849678.1
2017,Utah,Chain-type quantity indexes for real GDP,119.191
2017,Utah,Compensation (millions of dollars),90032.3
2017,Vermont,Chain-type quantity indexes for real GDP,100.888
2017,Vermont,Compensation (millions of dollars),18713.5
2017,Virginia,Chain-type quantity indexes for real GDP,104.653
2017,Virginia,Compensation (millions of dollars),295674.4
2017,Washington,Chain-type quantity indexes for real GDP,120.546
2017,Washington,Compensation (millions of dollars),271223.9
2017,West Virginia,Chain-type quantity indexes for real GDP,101.617
2017,West Virginia,Compensation (millions of dollars),39148.5
2017,Wisconsin,Chain-type quantity indexes for real GDP,105.487
2017,Wisconsin,Compensation (millions of dollars),181447.6
2017,Wyoming,Chain-type quantity indexes for real GDP,96.329
2017,Wyoming,Compensation (millions of dollars),17661.5
2018,Alabama,Chain-type quantity indexes for real GDP,106.106
2018,Alabama,Compensation (millions of dollars),121648.4
2018,Alaska,Chain-type quantity indexes for real GDP,91.363
2018,Alaska,Compensation (millions of dollars),28299.9
2018,Arizona,Chain-type quantity indexes for real GDP,115.539
2018,Arizona,Compensation (millions of dollars),193037.3
2018,Arkansas,Chain-type quantity indexes for real GDP,106.863
2018,Arkansas,Compensation (millions of dollars),70996.5
2018,California,Chain-type quantity indexes for real GDP,125.104
2018,California,Compensation (millions of dollars),1531503.1
2018,Colorado,Chain-type quantity indexes for real GDP,123.738
2018,Colorado,Compensation (millions of dollars),206054.1
2018,Connecticut,Chain-type quantity indexes for real GDP,103.772
2018,Connecticut,Compensation (millions of dollars),143619.2
2018,Delaware,Chain-type quantity indexes for real GDP,99.007
2018,Delaware,Compensation (millions of dollars),33276
2018,District of Columbia,Chain-type quantity indexes for real GDP,110.413
2018,District of Columbia,Compensation (millions of dollars),96532.1
2018,Florida,Chain-type quantity indexes for real GDP,121.183
2018,Florida,Compensation (millions of dollars),574986.9
2018,Georgia,Chain-type quantity indexes for real GDP,120.443
2018,Georgia,Compensation (millions of dollars),315641.7
2018,Hawaii,Chain-type quantity indexes for real GDP,111.055
2018,Hawaii,Compensation (millions of dollars),49010
2018,Idaho,Chain-type quantity indexes for real GDP,121.863
2018,Idaho,Compensation (millions of dollars),42232.5
2018,Illinois,Chain-type quantity indexes for real GDP,106.562
2018,Illinois,Compensation (millions of dollars),472571.1
2018,Indiana,Chain-type quantity indexes for real GDP,112.191
2018,Indiana,Compensation (millions of dollars),193430.7
2018,Iowa,Chain-type quantity indexes for real GDP,109.077
2018,Iowa,Compensation (millions of dollars),96404.2
2018,Kansas,Chain-type quantity indexes for real GDP,112.049
2018,Kansas,Compensation (millions of dollars),88824.7
2018,Kentucky,Chain-type quantity indexes for real GDP,105.58
2018,Kentucky,Compensation (millions of dollars),116582.7
2018,Louisiana,Chain-type quantity indexes for real GDP,100.374
2018,Louisiana,Compensation (millions of dollars),126466.2
2018,Maine,Chain-type quantity indexes for real GDP,108.381
2018,Maine,Compensation (millions of dollars),37372.4
2018,Maryland,Chain-type quantity indexes for real GDP,110.863
2018,Maryland,Compensation (millions of dollars),223313.6
2018,Massachusetts,Chain-type quantity indexes for real GDP,113.555
2018,Massachusetts,Compensation (millions of dollars),326992.7
2018,Michigan,Chain-type quantity indexes for real GDP,110.679
2018,Michigan,Compensation (millions of dollars),297199.8
2018,Minnesota,Chain-type quantity indexes for real GDP,113.474
2018,Minnesota,Compensation (millions of dollars),211155.4
2018,Mississippi,Chain-type quantity indexes for real GDP,100.68
2018,Mississippi,Compensation (millions of dollars),62091.8
2018,Missouri,Chain-type quantity indexes for real GDP,105.325
2018,Missouri,Compensation (millions of dollars),184799.2
2018,Montana,Chain-type quantity indexes for real GDP,110.092
2018,Montana,Compensation (millions of dollars),27132.9
2018,Nebraska,Chain-type quantity indexes for real GDP,113.802
2018,Nebraska,Compensation (millions of dollars),63278
2018,Nevada,Chain-type quantity indexes for real GDP,116.548
2018,Nevada,Compensation (millions of dollars),89476.4
2018,New Hampshire,Chain-type quantity indexes for real GDP,110.273
2018,New Hampshire,Compensation (millions of dollars),47409.4
2018,New Jersey,Chain-type quantity indexes for real GDP,106.355
2018,New Jersey,Compensation (millions of dollars),336926.5
2018,New Mexico,Chain-type quantity indexes for real GDP,103.496
2018,New Mexico,Compensation (millions of dollars),50937.7
2018,New York,Chain-type quantity indexes for real GDP,109.77
2018,New York,Compensation (millions of dollars),874303.5
2018,North Carolina,Chain-type quantity indexes for real GDP,113.245
2018,North Carolina,Compensation (millions of dollars),300056.9
2018,North Dakota,Chain-type quantity indexes for real GDP,107.816
2018,North Dakota,Compensation (millions of dollars),28877.3
2018,Ohio,Chain-type quantity indexes for real GDP,109.744
2018,Ohio,Compensation (millions of dollars),361484
2018,Oklahoma,Chain-type quantity indexes for real GDP,112.857
2018,Oklahoma,Compensation (millions of dollars),102502.6
2018,Oregon,Chain-type quantity indexes for real GDP,123.25
2018,Oregon,Compensation (millions of dollars),133841.3
2018,Pennsylvania,Chain-type quantity indexes for real GDP,108.646
2018,Pennsylvania,Compensation (millions of dollars),425123.2
2018,Rhode Island,Chain-type quantity indexes for real GDP,101.766
2018,Rhode Island,Compensation (millions of dollars),34638.6
2018,South Carolina,Chain-type quantity indexes for real GDP,116.977
2018,South Carolina,Compensation (millions of dollars),129117.9
2018,South Dakota,Chain-type quantity indexes for real GDP,105.814
2018,South Dakota,Compensation (millions of dollars),24738.8
2018,Tennessee,Chain-type quantity indexes for real GDP,112.68
2018,Tennessee,Compensation (millions of dollars),191354.6
2018,Texas,Chain-type quantity indexes for real GDP,121.68
2018,Texas,Compensation (millions of dollars),901995.1
2018,Utah,Chain-type quantity indexes for real GDP,126.109
2018,Utah,Compensation (millions of dollars),96995.8
2018,Vermont,Chain-type quantity indexes for real GDP,101.283
2018,Vermont,Compensation (millions of dollars),19329.2
2018,Virginia,Chain-type quantity indexes for real GDP,107.141
2018,Virginia,Compensation (millions of dollars),307153.9
2018,Washington,Chain-type quantity indexes for real GDP,128.737
2018,Washington,Compensation (millions of dollars),294811.2
2018,West Virginia,Chain-type quantity indexes for real GDP,103.97
2018,West Virginia,Compensation (millions of dollars),42032.2
2018,Wisconsin,Chain-type quantity indexes for real GDP,108.051
2018,Wisconsin,Compensation (millions of dollars),190258.1
2018,Wyoming,Chain-type quantity indexes for real GDP,97.767
2018,Wyoming,Compensation (millions of dollars),18518.5
2019,Alabama,Chain-type quantity indexes for real GDP,107.471
2019,Alabama,Compensation (millions of dollars),126982.8
2019,Alaska,Chain-type quantity indexes for real GDP,91.512
2019,Alaska,Compensation (millions of dollars),29108
2019,Arizona,Chain-type quantity indexes for real GDP,119.324
2019,Arizona,Compensation (millions of dollars),204327.8
2019,Arkansas,Chain-type quantity indexes for real GDP,107.649
2019,Arkansas,Compensation (millions of dollars),73514.4
2019,California,Chain-type quantity indexes for real GDP,129.636
2019,California,Compensation (millions of dollars),1615149.1
2019,Colorado,Chain-type quantity indexes for real GDP,128.881
2019,Colorado,Compensation (millions of dollars),219975.9
2019,Connecticut,Chain-type quantity indexes for real GDP,104.393
2019,Connecticut,Compensation (millions of dollars),147056.2
2019,Delaware,Chain-type quantity indexes for real GDP,103.06
2019,Delaware,Compensation (millions of dollars),34588.9
2019,District of Columbia,Chain-type quantity indexes for real GDP,111.442
2019,District of Columbia,Compensation (millions of dollars),99285.9
2019,Florida,Chain-type quantity indexes for real GDP,124.799
2019,Florida,Compensation (millions of dollars),605957.5
2019,Georgia,Chain-type quantity indexes for real GDP,124.681
2019,Georgia,Compensation (millions of dollars),330416.9
2019,Hawaii,Chain-type quantity indexes for real GDP,110.111
2019,Hawaii,Compensation (millions of dollars),50233.1
2019,Idaho,Chain-type quantity indexes for real GDP,126.727
2019,Idaho,Compensation (millions of dollars),44544.7
2019,Illinois,Chain-type quantity indexes for real GDP,107.056
2019,Illinois,Compensation (millions of dollars),485107.7
2019,Indiana,Chain-type quantity indexes for real GDP,112.591
2019,Indiana,Compensation (millions of dollars),199335.5
2019,Iowa,Chain-type quantity indexes for real GDP,109.063
2019,Iowa,Compensation (millions of dollars),98768.3
2019,Kansas,Chain-type quantity indexes for real GDP,112.949
2019,Kansas,Compensation (millions of dollars),91993.2
2019,Kentucky,Chain-type quantity indexes for real GDP,107.416
2019,Kentucky,Compensation (millions of dollars),120827.6
2019,Louisiana,Chain-type quantity indexes for real GDP,100.239
2019,Louisiana,Compensation (millions of dollars),129089.8
2019,Maine,Chain-type quantity indexes for real GDP,110.72
2019,Maine,Compensation (millions of dollars),39138.3
2019,Maryland,Chain-type quantity indexes for real GDP,111.157
2019,Maryland,Compensation (millions of dollars),230977.9
2019,Massachusetts,Chain-type quantity indexes for real GDP,116.89
2019,Massachusetts,Compensation (millions of dollars),343428.6
2019,Michigan,Chain-type quantity indexes for real GDP,110.554
2019,Michigan,Compensation (millions of dollars),304604.1
2019,Minnesota,Chain-type quantity indexes for real GDP,114.012
2019,Minnesota,Compensation (millions of dollars),218451
2019,Mississippi,Chain-type quantity indexes for real GDP,101.072
2019,Mississippi,Compensation (millions of dollars),63875.3
2019,Missouri,Chain-type quantity indexes for real GDP,107.11
2019,Missouri,Compensation (millions of dollars),192096.1
2019,Montana,Chain-type quantity indexes for real GDP,110.503
2019,Montana,Compensation (millions of dollars),28179.7
2019,Nebraska,Chain-type quantity indexes for real GDP,115.148
2019,Nebraska,Compensation (millions of dollars),65580.7
2019,Nevada,Chain-type quantity indexes for real GDP,121.279
2019,Nevada,Compensation (millions of dollars),94531.2
2019,New Hampshire,Chain-type quantity indexes for real GDP,112.597
2019,New Hampshire,Compensation (millions of dollars),49361.8
2019,New Jersey,Chain-type quantity indexes for real GDP,108.633
2019,New Jersey,Compensation (millions of dollars),349868.8
2019,New Mexico,Chain-type quantity indexes for real GDP,107.901
2019,New Mexico,Compensation (millions of dollars),53436.3
2019,New York,Chain-type quantity indexes for real GDP,112.536
2019,New York,Compensation (millions of dollars),911300.5
2019,North Carolina,Chain-type quantity indexes for real GDP,115.621
2019,North Carolina,Compensation (millions of dollars),315655.4
2019,North Dakota,Chain-type quantity indexes for real GDP,108.517
2019,North Dakota,Compensation (millions of dollars),30063.5
2019,Ohio,Chain-type quantity indexes for real GDP,111.985
2019,Ohio,Compensation (millions of dollars),374158.9
2019,Oklahoma,Chain-type quantity indexes for real GDP,114.774
2019,Oklahoma,Compensation (millions of dollars),106294.8
2019,Oregon,Chain-type quantity indexes for real GDP,125.684
2019,Oregon,Compensation (millions of dollars),140328.4
2019,Pennsylvania,Chain-type quantity indexes for real GDP,110.533
2019,Pennsylvania,Compensation (millions of dollars),442418.8
2019,Rhode Island,Chain-type quantity indexes for real GDP,103.183
2019,Rhode Island,Compensation (millions of dollars),35708.4
2019,South Carolina,Chain-type quantity indexes for real GDP,119.629
2019,South Carolina,Compensation (millions of dollars),135541.9
2019,South Dakota,Chain-type quantity indexes for real GDP,106.24
2019,South Dakota,Compensation (millions of dollars),25844.4
2019,Tennessee,Chain-type quantity indexes for real GDP,114.937
2019,Tennessee,Compensation (millions of dollars),199291.7
2019,Texas,Chain-type quantity indexes for real GDP,125.622
2019,Texas,Compensation (millions of dollars),951996.6
2019,Utah,Chain-type quantity indexes for real GDP,132.138
2019,Utah,Compensation (millions of dollars),103542
2019,Vermont,Chain-type quantity indexes for real GDP,102.263
2019,Vermont,Compensation (millions of dollars),19884.3
2019,Virginia,Chain-type quantity indexes for real GDP,109.256
2019,Virginia,Compensation (millions of dollars),319622.9
2019,Washington,Chain-type quantity indexes for real GDP,133.818
2019,Washington,Compensation (millions of dollars),313859.2
2019,West Virginia,Chain-type quantity indexes for real GDP,103.158
2019,West Virginia,Compensation (millions of dollars),42160.8
2019,Wisconsin,Chain-type quantity indexes for real GDP,109.666
2019,Wisconsin,Compensation (millions of dollars),196674.7
2019,Wyoming,Chain-type quantity indexes for real GDP,99.416
2019,Wyoming,Compensation (millions of dollars),19245.8
2020,Alabama,Chain-type quantity indexes for real GDP,104.048
2020,Alabama,Compensation (millions of dollars),129730.7
2020,Alaska,Chain-type quantity indexes for real GDP,86.064
2020,Alaska,Compensation (millions of dollars),28797.9
2020,Arizona,Chain-type quantity indexes for real GDP,118.093
2020,Arizona,Compensation (millions of dollars),214073.1
2020,Arkansas,Chain-type quantity indexes for real GDP,105.946
2020,Arkansas,Compensation (millions of dollars),75295.1
2020,California,Chain-type quantity indexes for real GDP,126.055
2020,California,Compensation (millions of dollars),1658813.1
2020,Colorado,Chain-type quantity indexes for real GDP,124.994
2020,Colorado,Compensation (millions of dollars),224584.5
2020,Connecticut,Chain-type quantity indexes for real GDP,97.915
2020,Connecticut,Compensation (millions of dollars),146869.8
2020,Delaware,Chain-type quantity indexes for real GDP,99.521
2020,Delaware,Compensation (millions of dollars),34740.9
2020,District of Columbia,Chain-type quantity indexes for real GDP,109.081
2020,District of Columbia,Compensation (millions of dollars),100994.5
2020,Florida,Chain-type quantity indexes for real GDP,121.252
2020,Florida,Compensation (millions of dollars),616070.9
2020,Georgia,Chain-type quantity indexes for real GDP,119.861
2020,Georgia,Compensation (millions of dollars),335679.6
2020,Hawaii,Chain-type quantity indexes for real GDP,98.22
2020,Hawaii,Compensation (millions of dollars),47292.1
2020,Idaho,Chain-type quantity indexes for real GDP,126.287
2020,Idaho,Compensation (millions of dollars),47451
2020,Illinois,Chain-type quantity indexes for real GDP,101.548
2020,Illinois,Compensation (millions of dollars),482911
2020,Indiana,Chain-type quantity indexes for real GDP,109.766
2020,Indiana,Compensation (millions of dollars),201083.2
2020,Iowa,Chain-type quantity indexes for real GDP,106.864
2020,Iowa,Compensation (millions of dollars),100328
2020,Kansas,Chain-type quantity indexes for real GDP,110.543
2020,Kansas,Compensation (millions of dollars),93348.7
2020,Kentucky,Chain-type quantity indexes for real GDP,104.149
2020,Kentucky,Compensation (millions of dollars),121930.9
2020,Louisiana,Chain-type quantity indexes for real GDP,94.44
2020,Louisiana,Compensation (millions of dollars),126167.4
2020,Maine,Chain-type quantity indexes for real GDP,109.459
2020,Maine,Compensation (millions of dollars),40265.3
2020,Maryland,Chain-type quantity indexes for real GDP,106.174
2020,Maryland,Compensation (millions of dollars),234479
2020,Massachusetts,Chain-type quantity indexes for real GDP,112.567
2020,Massachusetts,Compensation (millions of dollars),345671.2
2020,Michigan,Chain-type quantity indexes for real GDP,105.439
2020,Michigan,Compensation (millions of dollars),298609.2
2020,Minnesota,Chain-type quantity indexes for real GDP,109.489
2020,Minnesota,Compensation (millions of dollars),218496.2
2020,Mississippi,Chain-type quantity indexes for real GDP,99.223
2020,Mississippi,Compensation (millions of dollars),65038.1
2020,Missouri,Chain-type quantity indexes for real GDP,104.095
2020,Missouri,Compensation (millions of dollars),193897.5
2020,Montana,Chain-type quantity indexes for real GDP,109.016
2020,Montana,Compensation (millions of dollars),29262.7
2020,Nebraska,Chain-type quantity indexes for real GDP,114.543
2020,Nebraska,Compensation (millions of dollars),67152
2020,Nevada,Chain-type quantity indexes for real GDP,112.301
2020,Nevada,Compensation (millions of dollars),91788.9
2020,New Hampshire,Chain-type quantity indexes for real GDP,110.285
2020,New Hampshire,Compensation (millions of dollars),50847.5
2020,New Jersey,Chain-type quantity indexes for real GDP,103.596
2020,New Jersey,Compensation (millions of dollars),350632
2020,New Mexico,Chain-type quantity indexes for real GDP,105.427
2020,New Mexico,Compensation (millions of dollars),53393.5
2020,New York,Chain-type quantity indexes for real GDP,106.92
2020,New York,Compensation (millions of dollars),900256.6
2020,North Carolina,Chain-type quantity indexes for real GDP,112.227
2020,North Carolina,Compensation (millions of dollars),324086.2
2020,North Dakota,Chain-type quantity indexes for real GDP,105.303
2020,North Dakota,Compensation (millions of dollars),29031.1
2020,Ohio,Chain-type quantity indexes for real GDP,108.091
2020,Ohio,Compensation (millions of dollars),375586.5
2020,Oklahoma,Chain-type quantity indexes for real GDP,109.16
2020,Oklahoma,Compensation (millions of dollars),105431.5
2020,Oregon,Chain-type quantity indexes for real GDP,121.899
2020,Oregon,Compensation (millions of dollars),143434.4
2020,Pennsylvania,Chain-type quantity indexes for real GDP,105.533
2020,Pennsylvania,Compensation (millions of dollars),439908.4
2020,Rhode Island,Chain-type quantity indexes for real GDP,99.675
2020,Rhode Island,Compensation (millions of dollars),35889.2
2020,South Carolina,Chain-type quantity indexes for real GDP,117.376
2020,South Carolina,Compensation (millions of dollars),136625.3
2020,South Dakota,Chain-type quantity indexes for real GDP,106.335
2020,South Dakota,Compensation (millions of dollars),26965.1
2020,Tennessee,Chain-type quantity indexes for real GDP,110.471
2020,Tennessee,Compensation (millions of dollars),203750.8
2020,Texas,Chain-type quantity indexes for real GDP,122.034
2020,Texas,Compensation (millions of dollars),955947
2020,Utah,Chain-type quantity indexes for real GDP,132.319
2020,Utah,Compensation (millions of dollars),109719
2020,Vermont,Chain-type quantity indexes for real GDP,97.973
2020,Vermont,Compensation (millions of dollars),19845
2020,Virginia,Chain-type quantity indexes for real GDP,106.243
2020,Virginia,Compensation (millions of dollars),327867.2
2020,Washington,Chain-type quantity indexes for real GDP,133.039
2020,Washington,Compensation (millions of dollars),326111.4
2020,West Virginia,Chain-type quantity indexes for real GDP,99.132
2020,West Virginia,Compensation (millions of dollars),40948
2020,Wisconsin,Chain-type quantity indexes for real GDP,105.272
2020,Wisconsin,Compensation (millions of dollars),197578
2020,Wyoming,Chain-type quantity indexes for real GDP,93.312
2020,Wyoming,Compensation (millions of dollars),18623.2
