Rank,Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes
226,Harry Potter and the Prisoner of Azkaban,249538952,795538952,130000000,Jun 04 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.7,108928
227,Ghost World,6217849,8764007,5500000,Jul 20 2001,R,Adapted screenplay,Comedy,Fiction,7.7,42973
228,Spider-Man 2,373524485,783705001,200000000,Jun 30 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.7,141940
229,The Blind Side,255959475,301759475,35000000,Nov 20 2009,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.7,42320
230,Riding Giants,2276368,3216111,2600000,Jul 09 2004,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.7,2193
231,Good Night and Good Luck,31501218,54601218,7000000,Oct 07 2005,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.7,42797
232,Donnie Brasco,41954997,55954997,35000000,Feb 28 1997,R,Adapted screenplay,Drama,Non-Fiction,7.7,65462
233,Tombstone,56505000,56505000,25000000,Dec 25 1993,R,Adapted screenplay,Western/Musical,Non-Fiction,7.7,43688
234,Borat,128505958,261572744,18000000,Nov 03 2006,R,Adapted screenplay,Comedy,Fiction,7.7,3612
235,London,12667,12667,2000000,Feb 10 2006,R,Original Screenplay,Drama,Fiction,7.7,181
236,Equilibrium,1190018,5345869,20000000,Dec 06 2002,R,Original Screenplay,Action/Adventure,Fiction,7.7,86428
237,Le Violon rouge,10019109,10019109,10000000,Jun 11 1999,R,Original Screenplay,Drama,Fiction,7.7,14545
238,You Can Count on Me,9180275,11005992,1200000,Nov 10 2000,R,Original Screenplay,Drama,Fiction,7.7,14261
239,Les Triplettes de Belleville,7301288,14440113,2000000,Nov 26 2003,PG/PG-13,Original Screenplay,Western/Musical,Fiction,7.7,19761
240,Reign Over Me,19661987,20081987,20000000,Mar 23 2007,R,Original Screenplay,Drama,Fiction,7.7,39234
241,Clerks II,24148068,25894473,5000000,Jul 21 2006,R,Original Screenplay,Comedy,Fiction,7.7,56668
242,The Game,48265581,48265581,50000000,Sep 12 1997,R,Original Screenplay,Horror/Thriller,Fiction,7.7,74136
243,Lord of War,24149632,62142629,42000000,Sep 16 2005,R,Original Screenplay,Action/Adventure,Fiction,7.7,80124
244,Saw,55185045,103096345,1200000,Oct 29 2004,R,Original Screenplay,Horror/Thriller,Fiction,7.7,112785
245,Billy Elliot,21995263,109280263,5000000,Oct 13 2000,PG/PG-13,Original Screenplay,Drama,Fiction,7.7,38403
246,Inside Man,88634237,184634237,50000000,Mar 24 2006,R,Original Screenplay,Horror/Thriller,Fiction,7.7,86229
247,Man on Fire,77906816,118706816,60000000,Apr 23 2004,R,Adapted screenplay,Horror/Thriller,Fiction,7.7,75256
248,Fear and Loathing in Las Vegas,10680275,13711903,18500000,May 22 1998,R,Adapted screenplay,Comedy,Non-Fiction,7.6,81560
249,The Painted Veil,8060487,15118795,19400000,Dec 20 2006,PG/PG-13,Adapted screenplay,Drama,Fiction,7.6,26331
250,Rabbit-Proof Fence,6199600,16199600,7000000,Nov 29 2002,PG/PG-13,Adapted screenplay,Drama,Fiction,7.6,13241
251,A Simple Plan,16316273,16316273,17000000,Dec 11 1998,R,Adapted screenplay,Drama,Fiction,7.6,29095
252,A Single Man,9176000,19112672,7000000,Dec 11 2009,R,Adapted screenplay,Drama,Fiction,7.6,14548
253,High Fidelity,27277055,47881663,20000000,Mar 31 2000,R,Adapted screenplay,Comedy,Fiction,7.6,69740
254,Leaving Las Vegas,31983777,49800000,4000000,Oct 27 1995,R,Adapted screenplay,Drama,Fiction,7.6,42131
255,The Count of Monte Cristo,54228104,54228104,40000000,Jan 25 2002,PG/PG-13,Adapted screenplay,Drama,Fiction,7.6,40605
256,The Ghost Writer,15541549,63241549,45000000,Feb 19 2010,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,7.6,22875
257,Se jie,4604982,65696051,15000000,Sep 28 2007,R,Adapted screenplay,Drama,Fiction,7.6,15440
258,Jackie Brown,39673162,72673162,12000000,Dec 25 1997,R,Adapted screenplay,Drama,Fiction,7.6,84068
259,Revolutionary Road,22911480,76989671,35000000,Dec 26 2008,R,Adapted screenplay,Drama,Fiction,7.6,45887
260,The Constant Gardener,33579798,81079798,25500000,Aug 31 2005,R,Adapted screenplay,Drama,Fiction,7.6,50763
261,The Hours,41675994,108775994,25000000,Dec 27 2002,PG/PG-13,Adapted screenplay,Drama,Fiction,7.6,44618
262,The Bourne Supremacy,176087450,288587450,85000000,Jul 23 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.6,104614
263,Harry Potter and the Goblet of Fire,290013036,896013036,150000000,Nov 18 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.6,111946
264,American Splendor,6003587,7978681,2000000,Aug 15 2003,R,Adapted screenplay,Drama,Fiction,7.6,23686
265,A History of Violence,31493782,59993782,32000000,Sep 23 2005,R,Adapted screenplay,Drama,Fiction,7.6,79738
266,Batman,251188924,411348924,35000000,Jun 23 1989,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.6,111464
267,The Squid and the Whale,7372734,11098131,1500000,Oct 05 2005,R,Adapted screenplay,Drama,Non-Fiction,7.6,23521
268,Die F‰lscher,5488570,19416495,6250000,Feb 22 2008,R,Adapted screenplay,Drama,Non-Fiction,7.6,16525
269,Super Size Me,11529368,29529368,65000,May 07 2004,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.6,33805
270,The Great Debaters,30226144,30226144,15000000,Dec 25 2007,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,14530
271,Shine,35811509,35811509,5500000,Nov 22 1996,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,22439
272,Capote,28750530,46309352,7000000,Sep 30 2005,R,Adapted screenplay,Drama,Non-Fiction,7.6,41472
273,Oceans,19422319,72965951,80000000,Apr 22 2010,G,Adapted screenplay,Documentary,Non-Fiction,7.6,1429
274,Elizabeth,30082699,82150642,25000000,Nov 06 1998,R,Adapted screenplay,Drama,Non-Fiction,7.6,33773
275,Dead Man Walking,39387284,83088295,11000000,Dec 29 1995,R,Adapted screenplay,Drama,Non-Fiction,7.6,32159
276,La MÙme,10299782,83499782,15500000,Jun 08 2007,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,21412
277,The Queen,56441711,122840603,15000000,Sep 30 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,34785
278,The Aviator,102608827,214608827,110000000,Dec 17 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,85740
279,Fahrenheit 9/11,119114517,222414517,6000000,Jun 23 2004,R,Adapted screenplay,Documentary,Non-Fiction,7.6,74424
280,Star Trek: First Contact,92027888,150000000,46000000,Nov 22 1996,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.6,45106
281,The Simpsons Movie,183135014,527071022,72500000,Jul 27 2007,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.6,117656
282,Hedwig and the Angry Inch,3067312,3643900,6000000,Jul 20 2001,R,Adapted screenplay,Western/Musical,Fiction,7.6,14766
283,Sommersturm,95204,95204,3000000,Mar 17 2006,R,Original Screenplay,Drama,Fiction,7.6,5251
284,Maria Full of Grace,6529624,9892434,3200000,Jul 16 2004,R,Original Screenplay,Drama,Fiction,7.6,16134
285,Lone Star,12961389,12961389,5000000,Jun 21 1996,R,Original Screenplay,Drama,Fiction,7.6,14599
286,Transamerica,9015303,15151744,1000000,Dec 02 2005,R,Original Screenplay,Drama,Fiction,7.6,19343
287,Akeelah and the Bee,18848430,18948425,8000000,Apr 28 2006,PG/PG-13,Original Screenplay,Drama,Fiction,7.6,8245
288,Boys Don't Cry,11540607,20741000,2000000,Oct 08 1999,R,Original Screenplay,Drama,Non-Fiction,7.6,34435
289,The Abyss,54243125,54243125,70000000,Aug 09 1989,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.6,51018
290,The Royal Tenenbaums,52353636,71430876,28000000,Dec 14 2001,R,Original Screenplay,Comedy,Fiction,7.6,82349
291,28 Days Later...,45064915,82719885,15000000,Jun 27 2003,R,Original Screenplay,Horror/Thriller,Fiction,7.6,103525
292,Training Day,76261036,104505362,45000000,Oct 05 2001,R,Original Screenplay,Drama,Fiction,7.6,82057
293,Fool's Gold,70231041,109362966,72500000,Feb 08 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.6,93
294,Babel,34302837,135302837,20000000,Oct 27 2006,R,Original Screenplay,Drama,Fiction,7.6,95122
295,Seven Pounds,69951824,166617328,54000000,Dec 19 2008,PG/PG-13,Original Screenplay,Drama,Fiction,7.6,62718
296,Kiss of Death,14942422,14942422,40000000,Apr 21 1995,R,Adapted screenplay,Drama,Fiction,7.6,2374
297,"Yours, Mine and Ours",53359917,72359917,45000000,Nov 23 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.6,259
298,Shall We Dance?,57887882,118097882,40000000,Oct 15 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.6,2192
299,Ocean's Eleven,183417150,450728529,110000000,Dec 07 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.6,139034
300,King Kong,218080025,550517357,207000000,Dec 14 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.6,132720
301,Gods and Monsters,6451628,6451628,3500000,Nov 06 1998,R,Adapted screenplay,Drama,Fiction,7.5,15946
302,The Ice Storm,8038061,16011975,18000000,Sep 27 1997,R,Adapted screenplay,Drama,Fiction,7.5,27544
303,The Namesake,13610521,20180109,8500000,Mar 09 2007,PG/PG-13,Adapted screenplay,Drama,Fiction,7.5,9700
304,The Road,8114270,23914270,25000000,Nov 25 2009,R,Adapted screenplay,Drama,Fiction,7.5,39124
305,Wonder Boys,19389454,33422485,35000000,Feb 23 2000,R,Adapted screenplay,Comedy,Fiction,7.5,31572
306,The Thin Red Line,36400491,36400491,52000000,Dec 23 1998,R,Adapted screenplay,Drama,Non-Fiction,7.5,60966
307,Freedom Writers,36605602,43090741,21000000,Jan 05 2007,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.5,18065
308,In the Bedroom,35930604,43430604,1700000,Nov 23 2001,R,Adapted screenplay,Drama,Fiction,7.5,20888
309,Precious (Based on the Novel Push by Sapphire),47566524,63471431,10000000,Nov 06 2009,R,Adapted screenplay,Drama,Fiction,7.5,24504
310,Other Range,58328680,68293719,26000000,Aug 15 2003,R,Adapted screenplay,Western/Musical,Fiction,7.5,26438
311,Perfume: The Story of a Murderer,2223293,132180323,63700000,Dec 27 2006,R,Adapted screenplay,Drama,Fiction,7.5,51704
312,Sleepy Hollow,101068340,207068340,70000000,Nov 19 1999,R,Adapted screenplay,Horror/Thriller,Fiction,7.5,107511
313,Master and Commander: The Far Side of the World,93926386,209486484,135000000,Nov 14 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.5,63632
314,Apollo 13,172070496,334100000,65000000,Jun 30 1995,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.5,87605
315,Live Free or Die Hard,134529403,383531464,110000000,Jun 27 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.5,130559
316,Sherlock Holmes,209028679,518249844,80000000,Dec 25 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.5,91555
317,Shrek 2,441226247,919838758,70000000,May 19 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.5,95658
318,The Damned United,449865,4054204,6400000,Oct 09 2009,R,Adapted screenplay,Drama,Non-Fiction,7.5,7560
319,An Education,12574914,14134502,7500000,Oct 09 2009,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.5,22855
320,Get Real,1152411,1152411,2000000,Apr 30 1999,R,Adapted screenplay,Comedy,Fiction,7.5,6026
321,Richard III,2684904,4204857,9200000,Dec 29 1995,R,Adapted screenplay,Drama,Fiction,7.5,6625
322,Standard Operating Procedure,228830,228830,5000000,Apr 25 2008,R,Adapted screenplay,Documentary,Non-Fiction,7.5,1640
323,Rescue Dawn,5490423,7037886,10000000,Jul 04 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.5,37764
324,The Bank Job,30060660,63060660,20000000,Mar 07 2008,R,Adapted screenplay,Horror/Thriller,Non-Fiction,7.5,50848
325,August Rush,31664162,65627510,25000000,Nov 17 2007,PG/PG-13,Adapted screenplay,Drama,Fiction,7.5,28650
326,Remember the Titans,115654751,136706683,30000000,Sep 29 2000,PG/PG-13,Adapted screenplay,Drama,Fiction,7.5,49844
327,Saint Ralph,795126,795126,5200000,Aug 05 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,7.5,3492
328,Casa de Areia,539285,1178175,3750000,Aug 11 2006,R,Original Screenplay,Drama,Fiction,7.5,1519
329,"Happy, Texas",2039192,2039192,1700000,Oct 01 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,7.5,198
330,Brick,2075743,3918941,450000,Mar 31 2006,R,Original Screenplay,Drama,Fiction,7.5,37204
331,Pi,3221152,4678513,68000,Jul 10 1998,R,Original Screenplay,Horror/Thriller,Fiction,7.5,53699
332,Running Scared,6855137,8345277,17000000,Feb 24 2006,R,Original Screenplay,Action/Adventure,Fiction,7.5,39447
333,Lars and the Real Girl,5956480,10553442,12500000,Oct 12 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,7.5,32423
334,Dirty Pretty Things,8112414,13904766,10000000,Jul 18 2003,R,Original Screenplay,Drama,Fiction,7.5,18554
335,Chasing Amy,12006514,15155095,250000,Apr 04 1997,R,Original Screenplay,Comedy,Fiction,7.5,63591
336,2046,1442338,19202856,12000000,Aug 05 2005,R,Original Screenplay,Drama,Fiction,7.5,19431
337,Hustle & Flow,22202809,23563727,2800000,Jul 22 2005,R,Original Screenplay,Drama,Fiction,7.5,18688
338,Life as a House,15652637,23889158,18000000,Oct 26 2001,R,Original Screenplay,Drama,Fiction,7.5,19308
339,Far From Heaven,15901849,29027914,13500000,Nov 08 2002,PG/PG-13,Original Screenplay,Drama,Fiction,7.5,20239
340,Across the Universe,24343673,29367143,45000000,Sep 14 2007,PG/PG-13,Original Screenplay,Western/Musical,Fiction,7.5,45611
341,The Boat That Rocked,8017467,37472651,50000000,Nov 13 2009,R,Original Screenplay,Comedy,Fiction,7.5,25415
342,La mala educaciÛn,5211842,40311842,5000000,Nov 19 2004,R,Original Screenplay,Drama,Fiction,7.5,21756
343,Secondhand Lions,42023715,47855342,30000000,Sep 19 2003,PG/PG-13,Original Screenplay,Drama,Fiction,7.5,19040
344,Michael Clayton,49033882,92987651,21500000,Oct 05 2007,R,Original Screenplay,Drama,Fiction,7.5,59493
345,The 40 Year-old Virgin,109449237,177339049,26000000,Aug 19 2005,R,Original Screenplay,Comedy,Fiction,7.5,94557
346,Aliens,85160248,183316455,17000000,Jul 18 1986,R,Original Screenplay,Action/Adventure,Fiction,7.5,84
347,Knocked Up,148761765,218994109,27500000,Jun 01 2007,R,Original Screenplay,Comedy,Fiction,7.5,111192
348,Enchanted,127706877,340384141,85000000,Nov 21 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,7.5,55697
349,Cast Away,233632142,427230516,85000000,Dec 22 2000,PG/PG-13,Original Screenplay,Drama,Fiction,7.5,102936
350,Cars,244082982,461923762,70000000,Jun 09 2006,G,Original Screenplay,Comedy,Fiction,7.5,66809
351,Obsluhoval jsem anglickÈho kr·le,617228,7174984,4900000,Aug 29 2008,R,Adapted screenplay,Comedy,Fiction,7.4,3048
352,Tsotsi,2912606,9879971,3000000,Feb 24 2006,R,Adapted screenplay,Drama,Fiction,7.4,13167
353,Layer Cake,2339957,11850214,6500000,May 13 2005,R,Adapted screenplay,Horror/Thriller,Fiction,7.4,39857
354,Election,14943582,14943582,8500000,Apr 23 1999,R,Adapted screenplay,Comedy,Fiction,7.4,37454
355,American Psycho,15070285,28674417,8000000,Apr 14 2000,R,Adapted screenplay,Comedy,Fiction,7.4,99424
356,The Missing,26900336,38253433,65000000,Nov 26 2003,R,Adapted screenplay,Western/Musical,Fiction,7.4,19068
357,The Mist,25593755,54777490,13000000,Nov 21 2007,R,Adapted screenplay,Horror/Thriller,Fiction,7.4,76830
358,Blow,52990775,83282296,30000000,Apr 06 2001,R,Adapted screenplay,Drama,Non-Fiction,7.4,70218
359,My Sister's Keeper,49200230,89053995,27500000,Jun 26 2009,PG/PG-13,Adapted screenplay,Drama,Fiction,7.4,13839
360,First Blood,47212904,125212904,14000000,Oct 22 1982,R,Adapted screenplay,Action/Adventure,Fiction,7.4,56369
361,About a Boy,40803000,129949664,27000000,May 17 2002,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.4,48875
362,Bridge to Terabithia,82234139,136934139,25000000,Feb 16 2007,PG/PG-13,Adapted screenplay,Drama,Fiction,7.4,34482
363,Seabiscuit,120277854,148336445,86000000,Jul 25 2003,PG/PG-13,Adapted screenplay,Drama,Fiction,7.4,31033
364,Interview with the Vampire: The Vampire Chronicles,105264608,223564608,50000000,Nov 11 1994,R,Adapted screenplay,Horror/Thriller,Fiction,7.4,78953
365,The Princess and the Frog,104374107,263467382,105000000,Nov 25 2009,G,Adapted screenplay,Action/Adventure,Fiction,7.4,16232
366,Die Hard: With a Vengeance,100012499,364480746,90000000,May 19 1995,R,Adapted screenplay,Action/Adventure,Fiction,7.4,87437
367,Harry Potter and the Order of the Phoenix,292004738,938468864,150000000,Jul 11 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.4,104074
368,X-Men,157299717,334627820,75000000,Jul 14 2000,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.4,120706
369,Men in Black 2,190418803,441818803,140000000,Jul 03 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.4,467
370,Spider-Man,403706375,821708551,139000000,May 03 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.4,167524
371,Shadowlands,25842377,25842377,22000000,Dec 29 1993,R,Adapted screenplay,Drama,Non-Fiction,7.4,7689
372,Shattered Glass,2207975,2932719,6000000,Oct 31 2003,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.4,14575
373,Wordplay,3121270,3177636,500000,Jun 16 2006,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.4,2222
374,Mad Hot Ballroom,8117961,9079042,500000,May 13 2005,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.4,2562
375,In the Valley of Elah,6777741,24489150,23000000,Sep 14 2007,R,Adapted screenplay,Drama,Non-Fiction,7.4,27529
376,Man on the Moon,34580635,47407635,52000000,Dec 22 1999,R,Adapted screenplay,Drama,Non-Fiction,7.4,49481
377,Monster,34469210,58003694,5000000,Dec 24 2003,R,Adapted screenplay,Drama,Non-Fiction,7.4,39908
378,The Hurricane,50699241,73956241,38000000,Dec 29 1999,R,Adapted screenplay,Drama,Non-Fiction,7.4,32172
379,Enemy at the Gates,51396781,96971293,85000000,Mar 16 2001,R,Adapted screenplay,Drama,Fiction,7.4,59916
380,Manderlay,74205,543306,14200000,Jan 27 2006,Other,Original Screenplay,Drama,Fiction,7.4,8986
381,Osama,1127331,1971479,500000,Jan 30 2004,PG/PG-13,Original Screenplay,Drama,Fiction,7.4,4737
382,Waiting for Guffman,2922988,2922988,4000000,Jan 31 1997,R,Original Screenplay,Comedy,Fiction,7.4,14880
383,Me and You and Everyone We Know,3885134,5409058,2000000,Jun 17 2005,R,Original Screenplay,Drama,Fiction,7.4,17135
384,Bound,3802260,6300000,4500000,Oct 04 1996,R,Original Screenplay,Horror/Thriller,Fiction,7.4,23564
385,The Fountain,10144010,15461638,35000000,Nov 22 2006,PG/PG-13,Original Screenplay,Drama,Fiction,7.4,72562
386,Best in Show,18621249,20695413,6000000,Sep 27 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,7.4,24484
387,Punch-Drunk Love,17791031,24591031,25000000,Oct 11 2002,R,Original Screenplay,Comedy,Fiction,7.4,49786
388,Menace II Society,27731527,27731527,3500000,May 26 1993,R,Original Screenplay,Action/Adventure,Fiction,7.4,14807
389,Grosse Point Blank,28084357,28084357,15000000,Apr 11 1997,R,Original Screenplay,Comedy,Fiction,7.4,41523
390,I Am Sam,40270895,40270895,22000000,Dec 28 2001,PG/PG-13,Original Screenplay,Drama,Fiction,7.4,36448
391,Crazy Heart,39462438,47163756,8500000,Dec 16 2009,R,Original Screenplay,Drama,Fiction,7.4,17255
392,The Descent,26024456,57029609,7000000,Aug 04 2006,R,Original Screenplay,Horror/Thriller,Fiction,7.4,58176
393,Vicky Cristina Barcelona,23213577,77213577,16000000,Aug 15 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,7.4,51760
394,The Emperor's New Groove,89296573,169296573,100000000,Dec 15 2000,G,Original Screenplay,Action/Adventure,Fiction,7.4,23355
395,Cloverfield,80048433,170764033,25000000,Jan 18 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.4,136068
396,Gangs of New York,77730500,190400000,97000000,Dec 20 2002,R,Original Screenplay,Drama,Fiction,7.4,113378
397,The Fifth Element,63570862,263900000,95000000,May 09 1997,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.4,131252
398,Shakespeare in Love,100317794,279500000,26000000,Dec 11 1998,R,Original Screenplay,Comedy,Fiction,7.4,77911
399,Bolt,114053579,313953579,150000000,Nov 21 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,7.4,32473
400,Ice Age,176387405,383257136,65000000,Mar 15 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.4,75552
401,"Monsters, Inc.",255870172,526864330,115000000,Nov 02 2001,G,Original Screenplay,Action/Adventure,Fiction,7.4,39908
402,Titanic,600788188,1842879955,200000000,Dec 19 1997,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.4,240732
403,Assault On Precinct 13,20040895,36040895,30000000,Jan 19 2005,R,Adapted screenplay,Action/Adventure,Fiction,7.4,13456
404,Dawn of the Dead,58990765,102290765,28000000,Mar 19 2004,R,Adapted screenplay,Horror/Thriller,Fiction,7.4,73875
